[Version1]
FullName,Value
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[25],54
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[26],54
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[27],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[28],13
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[29],10
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[3],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[30],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[31],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[32],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[33],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[34],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[35],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[36],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[37],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[38],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[39],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[4],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[40],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[41],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[42],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[43],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[44],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[45],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[46],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[47],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[48],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[49],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[5],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[50],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[51],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[52],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[53],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[54],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[55],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[56],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[57],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[58],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[59],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[6],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[60],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[61],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[62],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[63],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[64],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[65],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[66],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[67],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[68],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[69],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[7],56
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[70],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[71],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[72],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[73],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[74],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[75],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[76],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[77],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[78],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[79],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[8],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[80],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[81],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[82],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_2.Source[9],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.__ADI_Source,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.AWTInput.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.AWTInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.AWTInput.Length,36
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.controlbit,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.NumChar,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Q,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[1],66
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[10],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[11],67
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[12],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[13],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[14],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[15],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[16],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[17],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[18],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[19],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[2],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[20],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[21],66
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[22],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[23],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[24],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[25],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[26],57
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[27],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[28],52
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[29],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[3],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[30],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[31],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[32],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[33],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[34],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[35],13
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[36],10
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[37],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[38],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[39],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[4],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[40],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[41],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[42],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[43],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[44],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[45],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[46],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[47],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[48],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[49],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[5],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[50],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[51],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[52],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[53],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[54],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[55],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[56],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[57],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[58],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[59],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[6],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[60],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[61],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[62],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[63],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[64],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[65],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[66],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[67],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[68],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[69],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[7],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[70],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[71],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[72],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[73],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[74],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[75],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[76],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[77],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[78],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[79],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[8],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[80],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[81],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[82],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_20.Source[9],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.__ADI_Source,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.AWTInput.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.AWTInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.AWTInput.Length,36
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.controlbit,32
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.NumChar,36
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Q,TRUE
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[1],66
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[10],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[11],67
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[12],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[13],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[14],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[15],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[16],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[17],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[18],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[19],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[2],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[20],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[21],66
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[22],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[23],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[24],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[25],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[26],57
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[27],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[28],52
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[29],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[3],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[30],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[31],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[32],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[33],51
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[34],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[35],13
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[36],10
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[37],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[38],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[39],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[4],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[40],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[41],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[42],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[43],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[44],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[45],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[46],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[47],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[48],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[49],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[5],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[50],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[51],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[52],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[53],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[54],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[55],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[56],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[57],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[58],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[59],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[6],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[60],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[61],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[62],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[63],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[64],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[65],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[66],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[67],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[68],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[69],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[7],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[70],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[71],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[72],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[73],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[74],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[75],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[76],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[77],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[78],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[79],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[8],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[80],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[81],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[82],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_21.Source[9],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.__ADI_Source,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.AWTInput.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.AWTInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.AWTInput.Length,36
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.controlbit,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.NumChar,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Q,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[1],66
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[10],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[11],67
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[12],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[13],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[14],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[15],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[16],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[17],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[18],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[19],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[2],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[20],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[21],66
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[22],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[23],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[24],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[25],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[26],57
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[27],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[28],52
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[29],50
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[3],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[30],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[31],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[32],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[33],52
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[34],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[35],13
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[36],10
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[37],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[38],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[39],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[4],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[40],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[41],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[42],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[43],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[44],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[45],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[46],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[47],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[48],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[49],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[5],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[50],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[51],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[52],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[53],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[54],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[55],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[56],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[57],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[58],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[59],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[6],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[60],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[61],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[62],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[63],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[64],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[65],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[66],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[67],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[68],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[69],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[7],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[70],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[71],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[72],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[73],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[74],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[75],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[76],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[77],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[78],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[79],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[8],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[80],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[81],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[82],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_22.Source[9],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.__ADI_Source,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.AWTInput.Cancel,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.AWTInput.Channel,2
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.AWTInput.Length,24
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.controlbit,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Error,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.ErrorID,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.IN,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.NumChar,0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Q,FALSE
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[1],65
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[10],48
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[11],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[12],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[13],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[14],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[15],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[16],49
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[17],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[18],78
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[19],44
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[2],51
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[20],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[21],68
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[22],34
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[23],13
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[24],10
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[25],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[26],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[27],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[28],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[29],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[3],53
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[30],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[31],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[32],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[33],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[34],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[35],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[36],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[37],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[38],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[39],0
Controller.Micro850.Micro850.ASCII_PROG.AWT_23.Source[4],48
